CDODefId,CDOName,Workspace,
908,OrderStatus,csi,
909,ShipmentDestinationGrp,csi,
910,ShipmentDestinationGrpEntries,csi,
911,ShipmentDestinationGrpGroups,csi,
912,ShipmentDestGrpDefForObjTypes,csi,
886,Dictionary,40,
898,UIPreference,csi,
679477403,A_JobOrder,csi,
689963046,A_ToolPlanDetails,csi,
679477672,A_PartTxnHistoryDetail,csi,
679477671,A_PartTxnHistory,csi,
679477670,A_JobTxnHistoryDetail,csi,
679477669,A_JobTxnHistory,csi,
679477665,A_CompleteMaintHistoryDetailsC,csi,
1814,PauseReasonGroup,csi,
679477402,A_JobModel,csi,
689963134,A_ResourceStatusHistoryDetails,csi,
679477557,A_Job,csi,
679477558,A_JobChecklist,csi,
679477559,A_JobTechnician,csi,
679477560,A_JobCodesByResource,csi,
679477561,A_PartRequestOrder,csi,
679477562,A_PartRequestOrderMaterialPart,csi,
679477401,A_JobStage,csi,
1823,LogEntryType,csi,
1815,PauseReasonGroupEntries,csi,
1816,PauseReasonGroupGroups,csi,
1817,PauseReasonGroupDefaultForObje,csi,
1818,ExecuteSamplingLotHistory,csi,
1819,LogEntryTypeGroup,csi,
1820,OperatorLog,csi,
689963086,A_StatusModelDetail,csi,
1822,LogEntryTypeGroupGroups,csi,
689963087,A_StatusModelDetailToReason,csi,
1824,LogEntryTypeGroupEntries,csi,
1825,RecordLogEntryHistoryHistoryDe,csi,
1826,RecordLogEntryHistory,csi,
1828,TaskItemTaskQueries,csi,
1830,A_SPCChartVisualParams,csi,
702545979,isImageBase,csi,
679477404,A_EmployeeGroup,csi,
1821,LogEntryTypeGroupDefaultForObj,csi,
679477479,A_PhysicalLocationPosition,csi,
679477563,A_PartRequestOrderPart,csi,
679477472,A_JobCauseCode,csi,
679477473,A_JobRepairCode,csi,
679477474,A_JobSymptomCode,csi,
679477475,A_JobOrderDetail,csi,
679477476,A_JobOrderTechnician,csi,
679477470,A_JobModelDetailChecklist,csi,
679477478,A_PhysicalPosition,csi,
679477469,A_JobModelDetail,csi,
679477480,A_ResourceBOMBase,csi,
679477481,A_ResourceBOM,csi,
679477482,A_ResourceBOMMaterialListItem,csi,
679477256,A_EmailGroupDefaultForObjectTy,csi,
679477255,A_EmailGroupGroups,csi,
679477254,A_EmailGroupEntries,csi,
679477253,A_EmailGroup,csi,
679477477,A_PhysicalLocation,csi,
679477359,A_SPCConnection,csi,
1827,TaskQueries,csi,
679477405,A_EmployeeGroupEntries,csi,
679477406,A_EmployeeGroupGroups,csi,
679477407,A_EmployeeGroupDefaultForObjec,csi,
679477408,A_ToolPlan,csi,
679477371,A_SPCChartParams,csi,
679477471,A_JobModelDetailToStage,csi,
679477365,A_SPCRules,40,
679477564,A_ResourcePart,csi,
679477421,ResourceLayout,csi,
679477423,ResourceLayoutDetails,csi,
679477448,A_SetupAccess,csi,
1733,ReplaceReason,csi,
1729,ComponentReplaceHistoryHistory,csi,
679477455,A_MaintenanceReqChecklist,csi,
679477456,A_MaintenanceStatusChecklist,csi,
679477366,A_SPCChart,csi,
1764,SchedulingRoute,csi,
1772,HVComponentRemoveHistory,csi,
1757,KPIEntry,csi,
1758,KPIMatrix,csi,
1829,SPCChartVisualParams,csi,
1760,ShopFloorSettings,csi,
1813,PauseReason,csi,
1755,DynamicNumberingRuleExcludeLet,csi,
1763,SchedulingRouteBase,csi,
1754,NumberingRuleExcludeLettersMap,csi,
1765,HVSetupHistoryDetail,csi,
1766,HVResourceSetupHistory,csi,
1767,HVComponentIssueHistory,csi,
1768,HVIssueHistoryDetail,csi,
1769,SPCChartCustomInfo,csi,
1770,LicenseInfo,csi,
1771,HVRemoveHistorySetupDetail,csi,
1762,ReprintReason,csi,
1746,ContainerRenameHistDetail,csi,
1734,EmployeeLoginInfo,csi,
1735,DynamicNumberingRule,csi,
1736,Terminal,csi,
1737,SmartScanRule,csi,
1738,SmartScanPattern,csi,
1739,SPCChartParams,csi,
1756,KPITimeframe,csi,
1745,AssociateActionTxnMap,csi,
1761,ExternalPermission,csi,
1747,ContainerRenameHistory,csi,
1748,SPCRuleViolations,csi,
1749,SPCViolationParams,csi,
1750,SPCViolation,csi,
1751,MfgOperationHistory,csi,
1752,MfgOperationHistoryHistoryDeta,csi,
1753,ExcludeLettersMap,csi,
1740,SPCChartQueryParams,csi,
1806,HoldManagementTxnHistory,csi,
1798,ContMaintIssueCondHistDetail,csi,
1799,ContainerMaintHistDetailContMa,csi,
1800,ResourceDefAttributes,csi,
1801,SignalRConfiguration,csi,
1802,RPTControlLimits,csi,
1803,RPTControlLimitsToUpdate,csi,
1797,StartHistoryDetailIssueConditi,csi,
1805,HoldStatus,csi,
1807,HoldManagementTxnHistDtl,csi,
1773,HVRemoveHistoryDetail,csi,
1808,ProductOtherProductRevisions,csi,
1759,KPIType,csi,
1810,TaskItemTaskMaterials,csi,
1811,PauseTaskHistoryHistoryDetails,csi,
1812,PauseTaskHistory,csi,
1804,HoldStatusRI,csi,
1777,MfgOrderTaskList,csi,
1809,TaskMaterials,csi,
1796,ContainerIssueConditions,csi,
1774,MfgOrderProcedure,csi,
1776,MfgOrderTaskListBase,csi,
1778,MfgOrderProcedureDetail,csi,
1780,ExecuteMfgOrderTaskHistory,csi,
1781,MfgOrderTaskStatus,csi,
1782,MfgOrderExecutedTaskList,csi,
1783,MfgOrderExecutedTask,csi,
1794,IssueCondition,csi,
1785,ContainerAutoHoldReqLotList,csi,
1786,SpecContainerAutoHoldReqTxnMap,csi,
1787,ContainerAutoHoldReq,csi,
1788,ContainerAutoHoldReqContainerL,csi,
1784,ContAutoHoldReqTxnMap,csi,
1775,MfgOrderProcedureBase,csi,
1795,OrderTypeIssueConditions,csi,
673185864,cioQPPQuery,10,
673185863,CIODataElements,10,
673185861,CIORouterStatus,10,
673185860,CIOLastUpdate,10,
673185859,CIOMasterGroups,10,
673185858,CIOMessage,10,
673185857,CIOMachineEndpoints,10,
673185855,CIOTestObject,10,
673185854,CIOListProcessors,10,
673185865,cioQueryPortalPage,10,
673185852,CIOListProcessor,10,
673185875,CIODPElementItem,10,
673185853,CIOListProcessorDetails,10,
673185856,CIOCDOServiceUsage,10,
673185866,CIOTestObjDetails,10,
673185867,CIODataHandler,10,
673185868,CIOSubscriptionItem,10,
673185869,CIOShopfloorDataPointItem,10,
673185870,CIOSubscriptResCnvtrItem,10,
673185871,CIOConverterFieldItem,10,
673185872,CIODataPointType,10,
673185874,CIODataPointInstance,10,
673185876,CIOHTTPHeader,10,
673185877,CIOOutboundHeaderKeyValue,10,
673185878,CIOOutboundDefinitionCIOOutbou,10,
673185849,CIOFilterObjects,10,
673185850,CIOChannelSourceRouterHostName,10,
673185873,CIODPTElementItem,10,
673185805,CIOSettings,10,
673185819,CIOAttribute,10,
673185818,CIODefQueryParameter,10,
673185817,CIOPhoneNumber,10,
673185816,CIOJournalPersist,10,
673185815,CIOFunctionItem,10,
673185814,CIOHeaderSection,10,
673185813,CIODetailSection,10,
673185812,CIOChannelAdapterAvailableMess,10,
673185811,CIOSMSEntry,10,
673185810,CIOSystemDispatchRule,10,
673185809,CIOFilter,10,
673185848,CIOPlugInParameters,10,
673185820,CIOOutboundMsgDef,10,
673185851,CIOListProcessorBase,10,
673185808,CIOMessageChannelCIOMessageTyp,10,
673185804,CIOCamstarConnection,10,
673185803,CIOMessageChannel,10,
673185802,CIOChannelAdapter,10,
673185801,CIOChannelSource,10,
673185800,CIOTemplateBase,10,
673185799,CIOTemplate,10,
673185798,CIOMessageMapBase,10,
673185797,CIOMessageMap,10,
673185796,CIOMapFunctions,10,
673185795,CIOMapDetails,10,
673185794,CIOIncludedMaps,10,
673185793,CIOFunctionArgs,10,
673185792,CIOFunction,10,
673185807,CIODispatchRule,10,
673185806,CIOMessageType,10,
673185836,CIOStoredProcParam,10,
673185847,TagDataParameter,10,
673185837,CIOConnectAdapterParams,10,
673185838,CIOCheckInboundMsgParams,10,
673185834,CIOInboundChannelFilters,10,
673185825,CIOWorkflow,10,
673185833,CIOOutboundAdapterFilters,10,
673185832,CIOInboundAdapterFilters,10,
673185831,CIOSettingsServiceBindings,10,
673185830,CIOBinding,10,
673185846,RequestIdParameter,10,
673185829,CIOBuffer,10,
673185845,MessageTypeParameter,10,
673185835,CIOOutboundChannelFilters,10,
673185824,CIOWorkflowBase,10,
673185843,CIOWakeUpAdapterParams,10,
673185842,CIOSendResponseMsgParams,10,
673185841,CIOSendOutboundMsgParams,10,
673185821,CIOOutboundDefinition,10,
673185828,CIOMapSource,10,
673185823,CIODataHubPoints,10,
673185844,MessageNameParameter,10,
673185826,CIOHeaderField,10,
673185827,CIODetailField,10,
673185840,CIOInboundMsgRcvdParams,10,
673185839,CIODisconnectAdapterParams,10,
673185822,CIODataHubSubscriptions,10,
679477645,A_WIPEquipmentWafersHistory,40,
679477646,A_WIPLotDetailsWafersHistory,40,
679477641,A_CountVarianceHistoryDetails,40,
679477644,A_EquipmentAutomationSetupHist,40,
679477642,A_EquipmentMaterialsSetupHist,40,
679477651,A_LotBinsTransferHistoryDetail,40,
679477640,A_LotDispositionDetailsQtysHis,40,
679477639,A_CreateInsertionHistory,40,
679477638,A_LotDispositionDetailsHistory,40,
679477637,A_LotDispositionHistory,40,
679477636,A_CarrierTransferUnitsHistory,40,
679477635,A_ModifyTestedTestParamsHist,40,
679477634,A_ModifyTestedTestParamsHistD,40,
679477633,A_LotLoansWafersHistory,40,
679477632,A_LotLoansHistory,40,
679477631,A_LotFutureHoldHistory,40,
679477630,A_LotMaxTimeWindowHistory,40,
679477643,A_EquipmentMaterialsSetupHistD,40,
679477666,A_LotWafersMaterialsHistory,40,
679477649,A_LotDispositionDetailsWafersH,40,
679477568,A_WIPEquipmentRejectsHistory,40,
679477567,A_WIPEquipmentParamsHistory,40,
679477566,A_WIPEquipmentBinsHistory,40,
679477565,A_WIPEquipmentHistory,40,
679477556,A_WIPMaterials,40,
679477555,A_LotWafersMaterials,40,
679477664,A_WaferMapHistoryDetails,40,
679477553,A_WIPEquipmentTools,40,
681574451,ss_FeederSlot,40,
679477667,A_LotCarriersSetupHistory,40,
679477668,A_LotCarriersSetupHistoryDetai,40,
679477552,A_ScheduleTravelerParams,40,
679477551,A_ScheduleTraveler,40,
679477550,A_AdHocWIPDataRecordChg,40,
679477549,A_AdHocWIPDataRecordDetailsChg,40,
679477673,I_IntegrationMapDetails,40,
679477554,A_LotWafersRuns,40,
679477657,A_LotWafersHistory,40,
679477648,A_TrackOutLotHistoryWafers,40,
679477629,A_LotPackingHistory,40,
679477650,A_LotBinsTransferHistory,40,
679477621,A_WIPLotWafersHistory,40,
679477652,A_ModifyItemsHistory,40,
679477653,A_ModifyItemsHistoryDetails,40,
679477654,A_ModifyInsertionHistoryWafers,40,
679477569,A_WIPLotHistory,40,
679477656,A_ConsumeMaterialsHistoryWafer,40,
679477647,A_TrackInLotHistoryWafers,40,
679477658,A_ScheduleTravelerParamsHistor,40,
679477659,A_LotPackingHistoryDetails,40,
679477674,I_IntegrationMap,40,
679477660,A_ConvertWafersHistory,40,
679477661,A_ConvertWafersHistoryDetails,40,
679477662,A_WIPEquipmentToolsHistory,40,
679477663,A_LotWafersRunsHistory,40,
679477655,A_ScheduleTravelerHistory,40,
679477584,A_ModifyMaterialsHistory,40,
679477623,A_ModifyInsertionHistory,40,
679477596,A_ScheduleTestParamsHistory,40,
679477595,A_ScheduleSSHistory,40,
679477594,A_SchedulePackingHistory,40,
679477593,A_ScheduleLotsHistory,40,
679477592,A_ScheduleInProcessSplitHistor,40,
679477591,A_ScheduleWIPLotsHistory,40,
679477590,A_ScheduleDataHistory,40,
679477589,A_ScanningLotHistoryDetails,40,
679477588,A_ScanningLotHistory,40,
679477587,A_ModifyWafersHistoryDetails,40,
679477598,A_SplitWafersHistoryDetails,40,
679477585,A_ModifyMaterialsHistoryDetail,40,
679477583,A_ModifyWaferRunNumbersHDetail,40,
679477582,A_ModifyWaferRunNumbersHistory,40,
679477581,A_ModifyAttrsHistoryDetails,40,
679477580,A_ModifyAttrsHistory,40,
679477579,A_ShipErrorsHistory,40,
679477578,A_ShipCancelLotHistory,40,
679477577,A_ShipLotHistory,40,
679477576,A_ScanningDataHistory,40,
679477575,A_WIPEquipmentDataHistory,40,
679477574,A_WIPLotDataHistory,40,
679477573,A_WIPLotRejectsHistory,40,
679477572,A_WIPLotFailuresHistory,40,
679477571,A_WIPLotDetailsHistory,40,
679477586,A_ModifyWafersHistory,40,
679477612,A_TrackOutLotHistory,40,
679477627,A_BonusLotHistory,40,
679477626,A_BonusLotHistoryDetails,40,
679477625,A_LotHoldLocationsHistory,40,
679477624,A_ModifyInsertionHistoryDetail,40,
679477622,A_WIPLotDetailsDataHistory,40,
679477570,A_WIPLotBinsHistory,40,
679477620,A_RejectLotHistory,40,
679477619,A_RejectLotHistoryDetails,40,
679477618,A_ModifyBinsHistoryDetails,40,
679477617,A_ModifyBinsHistory,40,
679477616,A_ModifyDefectsHistoryDetails,40,
679477615,A_ModifyDefectsHistory,40,
679477597,A_CombineWafersHistoryDetails,40,
679477613,A_ConsumeMaterialsHistory,40,
679477628,A_CountVarianceHistory,40,
679477611,A_ScheduleMoveDataHistory,40,
679477610,A_TrackInLotHistoryDetails,40,
679477609,A_TrackInLotHistory,40,
679477608,A_MaterialAdjustQtyHistory,40,
679477607,A_TestCorrelationHistory,40,
679477606,A_EquipmentSetupHistoryDetails,40,
679477605,A_SetTestProgramHistory,40,
679477604,A_EquipmentSetupHistory,40,
679477603,A_CarrierChangeHistory,40,
679477602,A_ScheduleWafersHistory,40,
679477601,A_LotScheModifyHistoryDetails,40,
679477600,A_LotScheModifyHistory,40,
679477599,A_LotScheCancelHistory,40,
679477614,A_ConsumeMaterialsHistoryDetai,40,
681574476,ss_RecipeGroup,40,
681574462,ss_LabelPlanDetails,40,
681574464,ss_TrackLabelSource,40,
681574466,ss_TrackLabelDetails,40,
681574467,ss_TrackLabelDetailsSource,40,
681574470,ss_LabelSourceInput,40,
681574471,ss_TrackLabelDetailsPrintHist,40,
681574473,ss_SPCTxnDataPointDetails,40,
681574441,ss_CompleteSurveillanceHisto_1,40,
681574475,ss_ProcessTimerMatrix,40,
681574459,ss_LabelType,40,
681574477,ss_RecipeGroupEntries,40,
681574478,ss_RecipeGroupGroups,40,
681574479,ss_RecipeGroupDefaultForObject,40,
681574480,scsSpecSchedulingDetail,40,
681574481,scsSchedulingMatrixDetail,40,
681574482,StartHistoryDetailscsPreactorS,40,
681574483,ContainerscsPreactorScheduleDa,40,
681574474,ss_SPCGPCChartData,40,
679477449,A_WIPInstructions,40,
681574449,ss_ContainerFeederHistory,40,
681574443,ss_SurveillanceStatusRI,40,
681574444,ss_SurveillanceStatus,40,
681574445,ss_SPCAnnotationCategory,40,
681574446,StartHistoryDetailss_LotAssoci,40,
681574447,ss_ContainerDimension,40,
681574448,ss_LotAssociatePosition,40,
681574461,ss_LabelPlan,40,
681574450,ss_ContainerFeederHistoryHisto,40,
681574460,ss_LabelSetup,40,
681574452,ss_ResourceSlots,40,
681574453,ss_FeederPlanBase,40,
681574454,ss_FeederPlan,40,
681574455,ss_FeederPlanDetails,40,
681574456,ss_MfgLine,40,
681574457,ss_EquipmentFeedersMaterials,40,
681574458,ss_TrackLabel,40,
681574486,scsMapData,40,
679477548,A_AdHocWIPDataRecordDetails,40,
681574517,A_SPCSetupDetailsTitle,40,
681574484,scsSchedulingMatrix,40,
681574509,scsCarrierFamilyMatrix,40,
681574510,A_ProcessSpecDetailsAction,40,
681574511,ProductVendors,40,
681574512,ProductBinList,40,
681574513,ProductSortingGrades,40,
681574514,ProductProcessSpecList,40,
681574507,A_WIPEquipmentLPorts,40,
681574516,ProductBOMList,40,
681574506,EquipmentReservationHistoryHis,40,
681574518,A_SPCWIPDataMatrixParams,40,
681574519,A_SPCSetupDetailsInlineParam,40,
681574520,scsCarrierPositionalMap,40,
681574521,scsInlineParams,40,
681574522,scsEqpStorageLocation,40,
681574701,scsLotCarrierPosition,40,
681574702,scsLotCarrierPositionHistory,40,
681574703,scsWaferDataSampling,40,
681574515,Productss_InstructionVariable,40,
681574495,scsBinCode,40,
681574440,ss_CompleteSurveillanceHistory,40,
681574487,scsMapDataSubstrate,40,
681574488,scsMapDataSubstrateMap,40,
681574489,scsOverlay,40,
681574490,scsReferenceDevice,40,
681574491,scsBinCodeMap,40,
681574492,scsDeviceIdMap,40,
681574508,A_WIPEquipmentLPortsHistory,40,
681574494,scsBinDefinition,40,
681574485,scsPreactorScheduleData,40,
681574496,scsTransfer,40,
681574497,scsDeviceId,40,
681574498,scsMapDataLayout,40,
681574499,scsChildLayout,40,
681574500,scsAliasId,40,
681574503,scsQuantixRecipe,40,
681574504,scsFailureHoldSetup,40,
681574505,scsQuantixMatrix,40,
681574493,scsTransferMap,40,
679477705,A_CarrierAssignSlotMapHistoryD,40,
679477696,A_ExpSpecialCheckSheet,40,
679477697,A_ExpSpecialInstructions,40,
679477698,A_ProductSubProductList,40,
679477699,A_LotReservedEquipments,40,
679477700,A_LotExperimentPlans,40,
679477701,A_LotSubProductWafers,40,
679477702,A_EqpSetProcessCapabilityHist,40,
681574442,ss_CompleteSurvHistoryDetails,40,
679477704,A_CarrierAssignSlotMapHistory,40,
679477693,A_ExperimentPlanBase,40,
679477706,A_EquipmentReservationHistory,40,
679477707,A_LotAssignExpHistory,40,
679477708,A_LotAssignExpHistoryDetails,40,
679477709,A_LotWafersHistoryLotSubProduc,40,
679477710,StartHistoryDetailLotCarriersV,40,
679477711,A_CarrierValidationSetup,40,
679477712,A_LotCarriersValidate,40,
679477703,A_EqpSetProcessCapabilityHistD,40,
679477685,A_SubRecipes,40,
679477676,I_IntegrationPointDetails,40,
679477677,I_IntegrationKey,40,
679477678,I_IntegrationError,40,
679477679,A_ToolPlanMatrix,40,
679477680,A_ProcessCapability,40,
679477681,A_EqpProcessCapability,40,
679477682,A_SlotMap,40,
679477695,A_ExpParameterOverrides,40,
679477684,A_DocumentParameters,40,
679477694,A_ExperimentPlanDetails,40,
679477686,A_CheckSheetDetails,40,
679477687,A_CheckSheetMatrix,40,
679477688,A_ExpAutoHold,40,
679477689,A_ExpAutoSplit,40,
679477690,A_ExpAutoSS,40,
679477691,A_ExperimentAction,40,
679477692,A_ExperimentPlan,40,
681574401,ss_ParameterMatrix,40,
679477683,A_RecipeMatrix,40,
681574431,ss_BlanketExperiments,40,
679477713,A_LotCarriersValidateValidated,40,
681574422,A_EqpDispatchQueryMatrix,40,
681574424,ss_InstructionVariable,40,
681574425,A_ProcessSpecss_InstructionVar,40,
681574426,A_ProcessSpecDetailsss_Instruc,40,
681574427,ss_WIPDataSetupMatrix,40,
681574428,ss_SlotWaferInstruction,40,
681574420,A_ScheduleDataToWorkflowStack,40,
681574430,A_SPCMatrixss_CustomSPCGridFil,40,
681574419,A_ScheduleDataWfStack,40,
681574432,ss_SPCCustomFilterTable,40,
681574433,StartHistoryDetailss_VirtualSl,40,
681574434,ss_SurveillanceBase,40,
681574435,ss_Surveillance,40,
681574436,ss_SurveillanceReason,40,
681574437,ss_Surveillancess_DueEmailTarg,40,
681574438,ss_Surveillancess_PastDueEmail,40,
681574439,ss_Surveillancess_PendingEmail,40,
681574429,ss_CustomSPCGridFilter,40,
681574410,ss_SendAheadMatrix,40,
679477675,I_IntegrationPoint,40,
681574402,ss_ParameterMatrixList,40,
681574403,ss_ToolAction,40,
681574404,ss_AllowedFromStatuses,40,
681574405,ss_EqpConstraintMatrix,40,
681574406,ss_EqpConstraintDetails,40,
681574407,ss_MaskSetDetailsTools,40,
681574421,MaintenanceReqss_OverridesPM,40,
681574409,ss_UsageReqSetupDetails,40,
681574400,ss_ParamNameDetails,40,
681574411,ss_SendAheadDetails,40,
681574412,ss_FailureNCRSetup,40,
681574413,ss_FailureInfo,40,
681574414,ss_FailureFutureHoldSetup,40,
681574415,ss_FutureHoldSetupDetails,40,
681574416,ss_FailureFutureHoldSetupss_Fu,40,
681574417,A_ScheduleDataHistoryWfStack,40,
681574418,A_ScheduleDataHistoryToWorkflo,40,
681574408,MaintenanceReqss_UsageReqSetup,40,
679477343,A_PDASmallLotLimits,40,
679477336,A_PrintingConnection,40,
679477337,A_LotSizeLimits,40,
679477338,A_BinsLimits,40,
679477339,A_LossReasonLimits,40,
679477340,A_BinsLimitsDetails,40,
679477350,A_TestIQCParamsDetails,40,
679477342,A_PDAUpperLimits,40,
679477333,A_ExternalLocationType,40,
679477344,A_PDABins,40,
679477345,A_PDALossReasons,40,
679477346,A_PDASmallLotLimitsDetails,40,
679477347,A_YieldType,40,
679477348,A_TestIQCOption,40,
679477386,A_ProcessSpecData,40,
679477341,A_PDALimits,40,
679477327,A_ServiceSetupQueries,40,
679477319,A_MaterialTypeVendors,40,
679477320,A_MaterialCategory,40,
679477321,A_MaterialPartVendors,40,
679477322,A_PackingType,40,
679477323,A_UnTerminateReason,40,
679477324,A_CycleTimeHolidays,40,
679477335,A_ProcessSpecBinsDetails,40,
679477326,A_ServiceSetup,40,
679477334,A_ProcessSpecBins,40,
679477328,A_ProcessArea,40,
679477329,A_AreaGroup,40,
679477330,A_WIPDataName,40,
679477331,A_WIPDataSetupDetails,40,
679477332,A_WIPDataSetupDetailsValues,40,
679477351,A_TestIQCSetup,40,
679477325,A_StepCycleTimeSetup,40,
679477379,A_ProductBinList,40,
679477372,A_SPCSetupQuery,40,
679477373,A_SPCSetupParams,40,
679477374,A_SPCSetupDetailsData,40,
679477375,A_SPCSetupDetailsParams,40,
679477376,A_LotSizeSamplingSetup,40,
679477349,A_TestIQCParams,40,
679477378,A_ProductBOMList,40,
679477547,A_AdHocWIPDataRecord,40,
679477380,A_ProcessCode,40,
679477381,A_ProcessData,40,
679477382,A_ProcessDataDetails,40,
679477383,A_ProcessCodeParams,40,
679477384,A_ProcessCodeData,40,
679477385,A_ProcessSpecDetailsData,40,
679477377,A_LotSizeSamplingSetupDetails,40,
679477361,A_SortIQCWaferCheck,40,
679477352,A_TestIQCRuntimeData,40,
679477353,A_HoldLocation,40,
679477354,A_SpecHoldLocations,40,
679477355,A_VarianceReason,40,
679477356,A_FutureHoldSetup,40,
679477357,A_MaxTimeWindowSetup,40,
679477370,A_SPCRulesParams,40,
679477360,A_SortIQCLotCheck,40,
679477369,A_SPCSetupDetails,40,
679477362,A_SortNoteCode,40,
679477363,A_ResortNoteCode,40,
679477364,A_SortSQAFailure,40,
679477451,A_NumberingRuleTxnData,40,
679477367,A_SPCMacro,40,
679477316,A_ModifyAttrsReason,40,
679477358,A_MinTimeWindowSetup,40,
679477276,A_OperationGroup,40,
679477269,A_Calendar,40,
679477270,A_CalendarWorkWeeks,40,
679477271,A_CalendarShifts,40,
679477272,A_CalendarHolidaysShifts,40,
679477273,A_CalendarHolidays,40,
679477318,A_MaterialTypeSpecs,40,
679477275,A_ShipToFactory,40,
679477266,A_ProcessTypes,40,
679477277,A_RejectCategory,40,
679477278,A_ProcessSpecStatus,40,
679477279,A_ParamName,40,
679477280,A_TerminateReason,40,
679477281,A_BinType,40,
679477282,A_ShipToFactoryDetails,40,
679477274,A_ShipToProcess,40,
679477260,A_PackageGroup,40,
679477248,BOMMaterialListItemAlternateMa,40,
679477249,MfgOrderMaterialListItemAltern,40,
679477250,ProductMaterialListItemAlterna,40,
679477251,RecipeMaterialListItemAlternat,40,
679477252,ContainerMaterialListItemAlter,40,
679477257,A_ProcessSpecBase,40,
679477268,A_PrintingSetup,40,
679477259,A_EquipmentParamList,40,
679477267,A_WIPDataSetup,40,
679477261,A_PackageGroupDetails,40,
679477262,A_ProcessSpecDetails,40,
679477263,A_EquipmentParamListDetails,40,
679477264,A_ProcessSpecParams,40,
679477265,A_ProcessSpecDetailsParams,40,
679477285,A_ShipFromFactoryDetails,40,
679477258,A_ProcessSpec,40,
679477310,A_ScanningNameDetails,40,
679477283,A_LocationMap,40,
679477303,A_PrintingSetupParameters,40,
679477304,A_PrintingSetupQueries,40,
679477305,A_PrinterType,40,
679477306,A_Printer,40,
679477307,A_PrintingComputer,40,
679477301,A_ScanningName,40,
679477309,A_PrintingAutomationDetails,40,
679477300,A_ScanningSetupDetails,40,
679477311,A_PrintingComputerDetails,40,
679477312,A_MachineGroup,40,
679477313,A_ShipPlantCode,40,
679477314,A_ShipFactoryCode,40,
679477315,A_UTAReason,40,
679477368,A_SPCSetup,40,
679477308,A_PrintingAutomation,40,
679477293,A_ProductLine,40,
679477317,A_MaterialType,40,
679477286,A_ExternalLocation,40,
679477287,A_ProcessType,40,
679477288,A_AttributeType,40,
679477289,A_StepLogic,40,
679477290,A_CalendarShiftsCycle,40,
679477302,A_PrintingType,40,
679477292,A_ModifyAttrsSetup,40,
679477284,A_ShipFromFactory,40,
679477294,A_ServiceAttrsSetup,40,
679477295,A_ServiceAttrsSetupDetails,40,
679477296,A_AttributeValidValues,40,
679477297,A_AttributeAccess,40,
679477298,A_ImpoundType,40,
679477299,A_ScanningSetup,40,
679477291,A_CalendarShiftsCycleDetails,40,
679477506,A_ScheduleWIPLots,40,
679477387,A_TerminateAccount,40,
679477500,A_LotWaferRunNumbers,40,
679477502,A_ScheduleData,40,
679477503,A_ScanningData,40,
679477505,A_LotMaterials,40,
679477496,A_LotAttributes,40,
679477507,A_ScheduleLots,40,
679477508,A_ScheduleTestParams,40,
679477509,A_ScheduleInProcessSplit,40,
679477510,A_SchedulePacking,40,
679477511,A_ScheduleSS,40,
679477512,A_ScheduleWafers,40,
679477504,A_ShipErrors,40,
679477490,A_WIPLotBins,40,
679477483,A_SamplingPlanSetup,40,
679477484,A_EquipmentParams,40,
679477485,A_LotTestedTestParams,40,
679477486,A_LotBins,40,
679477487,A_WIPLot,40,
679477498,A_WIPEquipmentData,40,
679477489,A_WIPLotRejects,40,
679477497,A_WIPLotData,40,
679477491,A_WIPLotFailures,40,
679477492,A_WIPEquipment,40,
679477493,A_WIPEquipmentRejects,40,
679477494,A_WIPEquipmentBins,40,
679477495,A_WIPEquipmentParams,40,
679477515,A_LotTestIQC,40,
679477488,A_WIPLotDetails,40,
679477540,A_WIPLotDetailsWafers,40,
679477513,A_EquipmentMaterials,40,
679477533,A_LotSortSQA,40,
679477534,A_LotDisposition,40,
679477535,A_LotDispositionDetails,40,
679477536,A_WIPLotDetailsTempValidQtys,40,
679477537,A_WIPLotDetailsTempData,40,
679477531,A_LotSortSQAWafers,40,
679477539,A_WIPEquipmentWafers,40,
679477530,A_LotSortingWafers,40,
679477541,A_LotDispositionDetailsWafers,40,
679477542,A_PrintDataItem,40,
679477543,A_PrintDataItemParams,40,
679477544,A_PrintData,40,
679477545,A_LotAttributesEx,40,
679477546,A_LotItems,40,
679477538,A_LotDispositionDetailsQtys,40,
679477523,A_LotLoans,40,
679477499,A_LotWafers,40,
679477516,A_LotDefects,40,
679477517,A_WIPLotDetailsTemp,40,
679477518,A_WIPLotDetailsData,40,
679477519,A_LotHoldLocations,40,
679477520,A_EquipmentRejects,40,
679477532,A_LotSortSQAWafersFailures,40,
679477522,A_LotMaxTimeWindow,40,
679477514,A_ScheduleMoveData,40,
679477524,A_LotLoansWafers,40,
679477525,A_LotSortIQC,40,
679477526,A_LotSortIQCFailures,40,
679477527,A_LotSortIQCWafers,40,
679477528,A_LotSortIQCWafersFailures,40,
679477529,A_LotSorting,40,
679477521,A_LotFutureHold,40,
679477420,A_WIPDataDisplayFilter,40,
679477413,A_ItemTypeDynamicChecks,40,
679477414,A_ItemCategory,40,
679477415,A_ItemCategoryDetails,40,
679477416,A_DispatchPlan,40,
679477417,A_DispatchPlanDetails,40,
679477429,A_YieldLimits,40,
679477419,A_AdHocWIPDataSetupDetails,40,
679477468,scsStatusModelDetailToReason,40,
679477422,A_ResourceIcon,40,
679477424,A_EquipmentMatrix,40,
