ontologyFile,module,className,chineseName,propertyName,propertyType,physicalDescription,matchingSwaggerSchemas,reason
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,isSourceProduct,Boolean,物理字段 IsSourceProduct,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,ssStep,Navigation,物理字段 ss_StepId → WorkflowStep,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,ssWfStackKey,String,物理字段 ss_WfStackKey,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,ssWorkflow,Navigation,物理字段 ss_WorkflowId → Workflow,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,scsIsComponentIssue,Boolean,物理字段 scsIsComponentIssue,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,effectiveThruDateGmt,DateTime,物理字段 EffectiveThruDateGMT,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,effectiveFromDateGmt,DateTime,物理字段 EffectiveFromDateGMT,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,materialTxnLogic,Integer,物理字段 MaterialTxnLogic,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,description,String,物理字段 Description,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,parentRevision,String,物理字段 ParentRevision,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,objectTypeName,String,物理字段 ObjectTypeName,,no_matching_swagger_schema
bom_ontology.json,bom,ProductMaterialListItem,BOM物料行,producingOrder,String,物理字段 ProducingOrder,,no_matching_swagger_schema
bonus_reasons_ontology.json,bonus_reasons,BonusReason,奖励原因,setupAccess,Navigation,物理字段 SetupAccessId → A_SetupAccess,,no_matching_swagger_schema
bonus_reasons_ontology.json,bonus_reasons,BonusReason,奖励原因,changeHistory,Navigation,物理字段 ChangeHistoryId → ChangeStatus,,no_matching_swagger_schema
bonus_reasons_ontology.json,bonus_reasons,BonusReasonGroup,奖励原因组,setupAccess,Navigation,物理字段 SetupAccessId → A_SetupAccess,,no_matching_swagger_schema
bonus_reasons_ontology.json,bonus_reasons,BonusReasonGroup,奖励原因组,changeHistory,Navigation,物理字段 ChangeHistoryId → ChangeStatus,,no_matching_swagger_schema
bonus_reasons_ontology.json,bonus_reasons,BonusReasonGroup,奖励原因组,entryType,String,物理字段 EntryType,,no_matching_swagger_schema
business_process_ontology.json,business_process,BusinessProcessWorkflow,业务流程工作流,businessProcessWorkflowBase,Navigation,物理字段 BusinessProcessWorkflowBaseId → BusinessProcessWorkflowBase,BusinessProcessWorkflowEntity,property_not_exposed_or_name_differs
business_process_ontology.json,business_process,BusinessProcessSpec,业务流程规范,businessProcessSpecBase,Navigation,物理字段 BusinessProcessSpecBaseId → BusinessProcessSpecBase,BusinessProcessSpecEntity,property_not_exposed_or_name_differs
business_process_ontology.json,business_process,BusinessProcessSpec,业务流程规范,stepIcon,String,物理字段 StepIcon,BusinessProcessSpecEntity,property_not_exposed_or_name_differs
business_process_ontology.json,business_process,BusinessProcessSpec,业务流程规范,moveStdValidation,Navigation,物理字段 MoveStdValidationId → BusinessRule,BusinessProcessSpecEntity,property_not_exposed_or_name_differs
business_process_ontology.json,business_process,BusinessProcessSpec,业务流程规范,packageStatus,Integer,物理字段 PackageStatus,BusinessProcessSpecEntity,property_not_exposed_or_name_differs
business_process_ontology.json,business_process,BusinessProcessSpec,业务流程规范,assignApprovers,Boolean,物理字段 AssignApprovers,BusinessProcessSpecEntity,property_not_exposed_or_name_differs
business_process_ontology.json,business_process,BusinessProcessSpec,业务流程规范,lockInstances,Boolean,物理字段 LockInstances,BusinessProcessSpecEntity,property_not_exposed_or_name_differs
businessrule_ontology.json,businessrule,BizRuleParameter,业务规则参数,valueExpression,String,物理字段 ValueExpression,,no_matching_swagger_schema
businessrule_ontology.json,businessrule,BizRuleParameter,业务规则参数,isFrozen,Boolean,物理字段 IsFrozen,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,status,Integer,物理字段 Status,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,lastActivityDate,DateTime,物理字段 LastActivityDate,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,ownerRole,Navigation,物理字段 OwnerRoleId → RoleDef,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,ecoecn,String,物理字段 ECOECN,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,description,String,物理字段 Description,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,locklnstances,Boolean,物理字段 Locklnstances,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,notifyOwnerAllStateChanges,Boolean,物理字段 NotifyOwnerAllStateChanges,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,notifyOwnerRoleAllStateChgs,Boolean,物理字段 NotifyOwnerRoleAllStateChgs,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,lastActivityDateGmt,DateTime,物理字段 LastActivityDateGMT,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,lastUpdatedDate,DateTime,物理字段 LastUpdatedDate,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,lastUpdatedDateGmt,DateTime,物理字段 LastUpdatedDateGMT,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,ownerName,String,物理字段 OwnerName,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,ownerRoleName,String,物理字段 OwnerRoleName,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,priorityName,String,物理字段 PriorityName,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,reasonName,String,物理字段 ReasonName,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,sourceSystemName,String,物理字段 SourceSystemName,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,author,Navigation,物理字段 AuthorId → Employee,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,cpImportStatus,Integer,物理字段 CPImportStatus,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,cpExportStatus,Integer,物理字段 CPExportStatus,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,exportRequestDate,DateTime,物理字段 ExportRequestDate,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,exportRequestDateGmt,DateTime,物理字段 ExportRequestDateGMT,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,creationDate,DateTime,物理字段 CreationDate,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,creationDateGmt,DateTime,物理字段 CreationDateGMT,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,currentStatus,Navigation,物理字段 CurrentStatusId → TrackableObjectCurrentStatus,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,exportCount,Integer,物理字段 ExportCount,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,modelingImportFile,String,物理字段 ModelingImportFile,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,collaboratorData,Navigation,物理字段 CollaboratorDataId → CollaboratorData,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,packageCreationTemplate,Navigation,物理字段 PackageCreationTemplateId → PackageCreationTemplate,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,recommendedDeploymentDate,DateTime,物理字段 RecommendedDeploymentDate,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,authorName,String,物理字段 AuthorName,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,lockAllModelingInstances,Boolean,物理字段 LockAllModelingInstances,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,packageType,Navigation,物理字段 PackageTypeId → PackageType,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,packageTypeName,String,物理字段 PackageTypeName,,no_matching_swagger_schema
change_management_ontology.json,change_management,ChangePackage,变更包,exportFolderLocation,String,物理字段 ExportFolderLocation,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,parent,Navigation,物理字段 ParentId,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,completedBy,Navigation,物理字段 CompletedById → Employee,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,completeByGmt,DateTime,物理字段 CompleteByGMT,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,delegationTask,Navigation,物理字段 DelegationTaskId → DelegationTask,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,assignedCollaborator,Navigation,物理字段 AssignedCollaboratorId → Employee,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,completionDateGmt,DateTime,物理字段 CompletionDateGMT,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,collaborator,Navigation,物理字段 CollaboratorId → Employee,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,role,Navigation,物理字段 RoleId → RoleDef,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,durationUom,Float,物理字段 DurationUOM,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,collaboratorComments,String,物理字段 CollaboratorComments,,no_matching_swagger_schema
change_management_ontology.json,change_management,CollaboratorEntry,协作条目,assignedDateGmt,DateTime,物理字段 AssignedDateGMT,,no_matching_swagger_schema
checklist_ontology.json,checklist,ChecklistEntry,检查表项,userComments,String,物理字段 UserComments,,no_matching_swagger_schema
checklist_ontology.json,checklist,ChecklistEntry,检查表项,lastCompletedOn,DateTime,物理字段 LastCompletedOn,,no_matching_swagger_schema
checklist_ontology.json,checklist,ChecklistEntry,检查表项,lastCompletedOnGmt,DateTime,物理字段 LastCompletedOnGMT,,no_matching_swagger_schema
checklist_ontology.json,checklist,ChecklistEntry,检查表项,name,String,物理字段 ChecklistEntryName,,no_matching_swagger_schema
checklist_ontology.json,checklist,ChecklistEntry,检查表项,isFrozen,Boolean,物理字段 IsFrozen,,no_matching_swagger_schema
checklist_ontology.json,checklist,ChecklistEntry,检查表项,checklistText,String,物理字段 ChecklistText,,no_matching_swagger_schema
checklist_ontology.json,checklist,ChecklistEntry,检查表项,entryRequired,Boolean,物理字段 EntryRequired,,no_matching_swagger_schema
container_ontology.json,container,Container,容器,lastLotSortIqc,Navigation,物理字段 LastLotSortIQCId → A_LotSortIQC,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,futureCombineParentLot,Navigation,物理字段 FutureCombineParentLotId → Container,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,futureCombineSpec,Navigation,物理字段 FutureCombineSpecId → Spec,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastLotSortSqa,Navigation,物理字段 LastLotSortSQAId → A_LotSortSQA,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lotDisposition,Navigation,物理字段 LotDispositionId → A_LotDisposition,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,stepLogicCriteria,Integer,物理字段 StepLogicCriteriaId,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,maxTimeWindowCount,Integer,物理字段 MaxTimeWindowCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,testIqcCount,Integer,物理字段 TestIQCCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastLotSorting,Navigation,物理字段 LastLotSortingId → A_LotSorting,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,varianceComments,String,物理字段 VarianceComments,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,loanCount,Integer,物理字段 LoanCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,loanSequence,Integer,物理字段 LoanSequence,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,objectType,String,物理字段 ObjectType,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,qtyScheduled,Float,物理字段 QtyScheduled,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastInventoryStep,Navigation,物理字段 LastInventoryStepId → WorkflowStep,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scheduleData,Navigation,物理字段 ScheduleDataId → A_ScheduleData,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,txnTimestamp,DateTime,物理字段 TxnTimestamp,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,equipmentLoadingCount,Integer,物理字段 EquipmentLoadingCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,maxTimeWindowStopped,Boolean,物理字段 MaxTimeWindowStopped,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,processSpec,Navigation,物理字段 ProcessSpecId → A_ProcessSpec,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,alternateName1,String,物理字段 AlternateName1,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,batchNo,String,物理字段 BatchNo,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,splitCount,Integer,物理字段 SplitCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,receivingTimeStamp,DateTime,物理字段 ReceivingTimeStamp,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,insertionNumber,Integer,物理字段 InsertionNumber,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,equipmentCount,Integer,物理字段 EquipmentCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,moveInTimestamp,DateTime,物理字段 MoveInTimestamp,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,futureCombineCount,Integer,物理字段 FutureCombineCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lotAttributes,Navigation,物理字段 LotAttributesId → A_LotAttributes,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scheduleCount,Integer,物理字段 ScheduleCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,currentWipLot,Navigation,物理字段 CurrentWIPLotId → A_WIPLot,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,holdLocation,Navigation,物理字段 HoldLocationId → A_HoldLocation,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,holdLocationStartTimestamp,DateTime,物理字段 HoldLocationStartTimestamp,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastLotCarriersSetupHistory,Integer,物理字段 LastLotCarriersSetupHistoryId,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,varianceQty,Float,物理字段 VarianceQty,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,varianceReason,Navigation,物理字段 VarianceReasonId → A_VarianceReason,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,varianceApprovedBy,String,物理字段 VarianceApprovedBy,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,holdLocationTotalDuration,Float,物理字段 HoldLocationTotalDuration,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scheduleResidueQty,Float,物理字段 ScheduleResidueQty,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,moveInUsername,String,物理字段 MoveInUsername,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ss,Navigation,物理字段 SSId → A_ProcessSpec,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssExists,Boolean,物理字段 SSExists,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastStep,Navigation,物理字段 LastStepId → WorkflowStep,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,futureHoldCount,Integer,物理字段 FutureHoldCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,alternateName2,String,物理字段 AlternateName2,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastLotTestedTestParamsBin,Integer,物理字段 LastLotTestedTestParamsBinId,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,itemsCount,Integer,物理字段 ItemsCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,skipDispatchPlan,Boolean,物理字段 SkipDispatchPlan,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,documentSet,Navigation,物理字段 DocumentSetId → DocumentSet,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMoveBackToSpec,Navigation,物理字段 SSMoveBackToSpecId → Spec,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMoveBackFromSpec,Navigation,物理字段 SSMoveBackFromSpecId → Spec,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMoveOutFromSpec,Navigation,物理字段 SSMoveOutFromSpecId → Spec,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,firstName,String,物理字段 FirstName,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastLotTestedTestParams,Integer,物理字段 LastLotTestedTestParamsId,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastScheduleDataId,String,物理字段 LastScheduleDataId,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,containerTxnSequence,Integer,物理字段 ContainerTxnSequence,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,holdLocationDuration,Float,物理字段 HoldLocationDuration,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,batchIdSequence,Integer,物理字段 BatchIdSequence,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastMoveOutUsername,String,物理字段 LastMoveOutUsername,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastMoveOutTimestamp,DateTime,物理字段 LastMoveOutTimestamp,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMoveOutToSpec,Navigation,物理字段 SSMoveOutToSpecId → Spec,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,isEShip,Boolean,物理字段 IsEShip,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsCurrentContainerStepSequenc,Integer,物理字段 scsCurrentContainerStepSequenc,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsPreactorLastSequence,Integer,物理字段 scsPreactorLastSequence,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsPrevContainerStepSequence,Integer,物理字段 scsPrevContainerStepSequence,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsLotCarrierPosition,Navigation,物理字段 scsLotCarrierPositionId → scsLotCarrierPosition,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsIsMultiLevelStart,Boolean,物理字段 scsIsMultiLevelStart,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,qualityStatusReason,Navigation,物理字段 QualityStatusReasonId → ContainerDefectReason,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsIsCarrierContainer,Boolean,物理字段 scsIsCarrierContainer,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsCarrierContainerId,String,物理字段 scsCarrierContainerId,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssrptUnitDelta,Integer,物理字段 SSRPTUnitDelta,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssrptBulkDelta,Integer,物理字段 SSRPTBulkDelta,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsLastMoveOutTimestampGmt,DateTime,物理字段 scsLastMoveOutTimestampGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsOnHoldDateGmt,DateTime,物理字段 scsOnHoldDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,scsMoveInTimestampGmt,DateTime,物理字段 scsMoveInTimestampGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMoveBackToStep,Navigation,物理字段 SSMoveBackToStepId → WorkflowStep,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMoveOutToStep,Navigation,物理字段 SSMoveOutToStepId → WorkflowStep,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMoveOutFromStep,Navigation,物理字段 SSMoveOutFromStepId → WorkflowStep,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,isSsUseStep,Boolean,物理字段 IsSSUseStep,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMoveBackFromStep,Navigation,物理字段 SSMoveBackFromStepId → WorkflowStep,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,reworkHoldTriggered,Boolean,物理字段 ReworkHoldTriggered,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,currentReworkCount,Integer,物理字段 CurrentReworkCount,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssFeeder,Navigation,物理字段 ss_FeederId → ResourceDef,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssMfgLine,Navigation,物理字段 ss_MfgLineId → ss_MfgLine,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssToBeHeldAtMoveOut,Boolean,物理字段 ss_ToBeHeldAtMoveOut,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,batchComments,String,物理字段 BatchComments,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,batchStatus,Integer,物理字段 BatchStatus,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,requestDateGmt,DateTime,物理字段 RequestDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,originalUom,Navigation,物理字段 OriginalUOMId → UOM,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,originalStartDateGmt,DateTime,物理字段 OriginalStartDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastActivityDateGmt,DateTime,物理字段 LastActivityDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,originalUom2,Navigation,物理字段 OriginalUOM2Id → UOM,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,dueDateGmt,DateTime,物理字段 DueDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,lastCompletionDateGmt,DateTime,物理字段 LastCompletionDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,factoryStartDateGmt,DateTime,物理字段 FactoryStartDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,factoryStartUom,Navigation,物理字段 FactoryStartUOMId → UOM,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,factoryStartUom2,Navigation,物理字段 FactoryStartUOM2Id → UOM,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,plannedQtyUom,Navigation,物理字段 PlannedQtyUOMId → UOM,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,plannedQtyUom2,Navigation,物理字段 PlannedQtyUOM2Id → UOM,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,containerStartGuid,String,物理字段 ContainerStartGUID,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,ssSendAheadDetails,Navigation,物理字段 ss_SendAheadDetailsId → ss_SendAheadDetails,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,expirationDateGmt,DateTime,物理字段 ExpirationDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,Container,容器,plannedStartDateGmt,DateTime,物理字段 PlannedStartDateGMT,Container,property_not_exposed_or_name_differs
container_ontology.json,container,ContainerDefectReason,容器缺陷原因,defectReasonName,String,物理字段 DefectReasonName,ContainerDefectReasonEntity,property_not_exposed_or_name_differs
container_ontology.json,container,ContDefectReasonGroup,容器缺陷原因组,defectReasonGroupName,String,物理字段 DefectReasonGroupName,ContDefectReasonGroupEntity,property_not_exposed_or_name_differs
cross_module_ontology.json,,StepSchedulingDetail,工步排程明细,durationPerUnit,Float,物理字段 DurationPerUnit,,no_matching_swagger_schema
cross_module_ontology.json,,StepSchedulingDetail,工步排程明细,runRateOption,Integer,物理字段 RunRateOption,,no_matching_swagger_schema
cross_module_ontology.json,,StepSchedulingDetail,工步排程明细,forwardCycleTime,Float,物理字段 ForwardCycleTime,,no_matching_swagger_schema
cross_module_ontology.json,,StepSchedulingDetail,工步排程明细,forwardYield,Float,物理字段 ForwardYield,,no_matching_swagger_schema
cross_module_ontology.json,,StepSchedulingDetail,工步排程明细,step,Navigation,物理字段 StepId → WorkflowStep,,no_matching_swagger_schema
cross_module_ontology.json,,StepSchedulingDetail,工步排程明细,timePerBatch,Float,物理字段 TimePerBatch,,no_matching_swagger_schema
cross_module_ontology.json,,StepSchedulingDetail,工步排程明细,unscheduledTime,Float,物理字段 UnscheduledTime,,no_matching_swagger_schema
cross_module_ontology.json,,TxnDetails,交易属性明细,reworkReason,Navigation,物理字段 ReworkReasonId → ReworkReason,,no_matching_swagger_schema
cross_module_ontology.json,,TxnDetails,交易属性明细,toContainerOption,Integer,物理字段 ToContainerOption,,no_matching_swagger_schema
cross_module_ontology.json,,TxnDetails,交易属性明细,newOwner,Navigation,物理字段 NewOwnerId → Owner,,no_matching_swagger_schema
cross_module_ontology.json,,TxnDetails,交易属性明细,toContainerLevel,Navigation,物理字段 ToContainerLevelId → ContainerLevel,,no_matching_swagger_schema
cross_module_ontology.json,,TxnDetails,交易属性明细,toContainerName,String,物理字段 ToContainerName,,no_matching_swagger_schema
cross_module_ontology.json,,WorkflowBase,工作流基线,name,String,物理字段 WorkflowName,,no_matching_swagger_schema
cross_module_ontology.json,,WorkflowBase,工作流基线,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
cross_module_ontology.json,,ERPRouteBase,ERP工艺路线基线,name,String,物理字段 ERPRouteName,,no_matching_swagger_schema
cross_module_ontology.json,,ERPRouteBase,ERP工艺路线基线,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
cross_module_ontology.json,,ProductBase,产品基线,objectCategory,String,物理字段 ObjectCategory,,no_matching_swagger_schema
cross_module_ontology.json,,ProductBase,产品基线,name,String,物理字段 ProductName,,no_matching_swagger_schema
cross_module_ontology.json,,ProductBase,产品基线,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
cross_module_ontology.json,,BillOfProcessBase,BOP基线,name,String,物理字段 BillOfProcessName,,no_matching_swagger_schema
cross_module_ontology.json,,BillOfProcessBase,BOP基线,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
cross_module_ontology.json,,SpecBase,规格基线,name,String,物理字段 SpecName,,no_matching_swagger_schema
cross_module_ontology.json,,SpecBase,规格基线,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
cross_module_ontology.json,,SamplingPlanBase,质量抽样计划基线,name,String,物理字段 SamplingPlanName,,no_matching_swagger_schema
cross_module_ontology.json,,SamplingPlanBase,质量抽样计划基线,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
cross_module_ontology.json,,SmartScanRule,智能扫描规则,preamble,String,物理字段 Preamble,,no_matching_swagger_schema
