ontologyFile,module,className,chineseName,propertyName,propertyType,physicalDescription,matchingSwaggerSchemas,reason
quality_ontology.json,quality,EventData,事件数据,reportFiledWithFda,Navigation,物理字段 ReportFiledWithFDAId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,reportSource,Navigation,物理字段 ReportSourceId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,eventType,Navigation,物理字段 EventTypeId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,adverseEvent,Navigation,物理字段 AdverseEventId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,deviceAvailable,Navigation,物理字段 DeviceAvailableId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,deviceEvaluated,Navigation,物理字段 DeviceEvaluatedId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,deviceOperator,Navigation,物理字段 DeviceOperatorId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,deviceReturned,Navigation,物理字段 DeviceReturnedId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,healthProfessional,Navigation,物理字段 HealthProfessionalId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,productProblem,Navigation,物理字段 ProductProblemId → EventCheckBoxFieldData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,workflowName,String,物理字段 WorkflowName,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,workflowRev,String,物理字段 WorkflowRev,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,operationName,String,物理字段 OperationName,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,specName,String,物理字段 SpecName,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,specRev,String,物理字段 SpecRev,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,workCenterName,String,物理字段 WorkCenterName,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,resourceName,String,物理字段 ResourceName,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,maintenanceReqName,String,物理字段 MaintenanceReqName,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,maintenanceReqRev,String,物理字段 MaintenanceReqRev,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,workflowStepName,String,物理字段 WorkflowStepName,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,escalateComplaintDateGmt,DateTime,物理字段 EscalateComplaintDateGMT,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,escalateComplaintDate,DateTime,物理字段 EscalateComplaintDate,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,eventCustomData,Navigation,物理字段 EventCustomDataId → EventCustomData,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,failureInvestigationComments,Navigation,物理字段 FailureInvestigationCommentsId → NCRComments,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,correctiveActionComments,Navigation,物理字段 CorrectiveActionCommentsId → NCRComments,,no_matching_swagger_schema
quality_ontology.json,quality,EventData,事件数据,preventiveActionComments,Navigation,物理字段 PreventiveActionCommentsId → NCRComments,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,lastCompletedOn,DateTime,物理字段 LastCompletedOn,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,lastCompletedOnGmt,DateTime,物理字段 LastCompletedOnGMT,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,firstRoutedOnGmt,DateTime,物理字段 FirstRoutedOnGMT,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,firstRoutedOn,DateTime,物理字段 FirstRoutedOn,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,parent,Integer,物理字段 ParentId,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,name,String,物理字段 ProcessModelName,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,description,String,物理字段 Description,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,changeHistory,Navigation,物理字段 ChangeHistoryId → ChangeStatus,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,lastDesignatedOn,DateTime,物理字段 LastDesignatedOn,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,assigneeOption,Integer,物理字段 AssigneeOption,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,lastDesignatedOnGmt,DateTime,物理字段 LastDesignatedOnGMT,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,designated,Boolean,物理字段 Designated,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,lastStage,Integer,物理字段 LastStage,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,defaultAssigneeInfo,Boolean,物理字段 DefaultAssigneeInfo,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,autoCompleteFailure,Boolean,物理字段 AutoCompleteFailure,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,outstandingDetailStatus,Integer,物理字段 OutstandingDetailStatus,,no_matching_swagger_schema
quality_ontology.json,quality,ProcessModel,运行时流程模型,dataPointCollection,Navigation,物理字段 DataPointCollectionId → DataPointCollection,,no_matching_swagger_schema
recipe_list_ontology.json,recipe_list,RecipeList,配方任务清单,targetContainerUom,Navigation,物理字段 TargetContainerUOMId → UOM,RecipeListEntity,property_not_exposed_or_name_differs
removal_reason_ontology.json,removal_reason,RemovalReason,移除原因,removalType,Integer,物理字段 RemovalType,RemovalReasonEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,statusModel,Navigation,物理字段 StatusModelId → scsStatusModel,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,uom,Navigation,物理字段 UOMId → UOM,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,objectType,String,物理字段 ObjectType,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,objectCategory,String,物理字段 ObjectCategory,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,noOfSlots,Integer,物理字段 NoOfSlots,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,scsPositionAssignLotVerificati,Integer,物理字段 scsPositionAssignLotVerificati,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,scsWaferHandler,Boolean,物理字段 scsWaferHandler,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,scsShopFloorSettings,Navigation,物理字段 scsShopFloorSettingsId → ShopFloorSettings,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,ssProcessUsageReq,Boolean,物理字段 ss_ProcessUsageReq,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,carrierPositionalMethod,Integer,物理字段 CarrierPositionalMethod,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,enableCarrierPositions,Boolean,物理字段 EnableCarrierPositions,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,carrierXPositions,Integer,物理字段 CarrierXPositions,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,carrierYPositions,Integer,物理字段 CarrierYPositions,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_family_ontology.json,resource_family,ResourceFamily,资源家族,carrierZPositions,Integer,物理字段 CarrierZPositions,ResourceFamilyEntity,property_not_exposed_or_name_differs
resource_group_ontology.json,resource_group,ResourceGroup,资源组,objectType,String,物理字段 ObjectType,ResourceGroupEntity,property_not_exposed_or_name_differs
resource_group_ontology.json,resource_group,ResourceGroup,资源组,objectCategory,String,物理字段 ObjectCategory,ResourceGroupEntity,property_not_exposed_or_name_differs
resource_group_ontology.json,resource_group,ResourceGroup,资源组,scsAllowMultiStepsTrackIn,Boolean,物理字段 scsAllowMultiStepsTrackIn,ResourceGroupEntity,property_not_exposed_or_name_differs
resource_group_ontology.json,resource_group,ResourceGroup,资源组,ssAllowInProcessStatChange,Boolean,物理字段 ss_AllowInProcessStatChange,ResourceGroupEntity,property_not_exposed_or_name_differs
resource_ontology.json,resource,ResourceLogs,设备运行日志,fieldId,Integer,物理字段 FieldId,,no_matching_swagger_schema
resource_ontology.json,resource,ResourceLogs,设备运行日志,logs,Array,物理字段 LogsId,,no_matching_swagger_schema
resource_status_code_ontology.json,resource_status_code,ResourceStatusCode,资源状态代码,isAvailable,Boolean,物理字段 IsAvailable,ResourceStatusCodeEntity,property_not_exposed_or_name_differs
resource_status_code_ontology.json,resource_status_code,ResourceStatusCode,资源状态代码,resourceCdoTypeName,String,物理字段 ResourceCDOTypeName,ResourceStatusCodeEntity,property_not_exposed_or_name_differs
resource_status_reason_ontology.json,resource_status_reason,ResourceStatusReason,资源状态变更原因,resourceCdoTypeName,String,物理字段 ResourceCDOTypeName,ResourceStatusReasonEntity,property_not_exposed_or_name_differs
rework_ontology.json,rework,ReworkStatus,返工追踪状态,currentStatus,Navigation,物理字段 CurrentStatusId → CurrentStatus,,no_matching_swagger_schema
rework_ontology.json,rework,ReworkStatus,返工追踪状态,lastRevTxn,Integer,物理字段 LastRevTxnId,,no_matching_swagger_schema
rework_ontology.json,rework,ReworkStatus,返工追踪状态,reworkReason,Navigation,物理字段 ReworkReasonId → ReworkReason,,no_matching_swagger_schema
rework_ontology.json,rework,ReworkStatus,返工追踪状态,endReworkStep,Navigation,物理字段 EndReworkStepId → WorkflowStep,,no_matching_swagger_schema
rework_ontology.json,rework,ReworkStatus,返工追踪状态,reEntryStep,Navigation,物理字段 ReEntryStepId → WorkflowStep,,no_matching_swagger_schema
salesorder_ontology.json,salesorder,SalesOrder,销售订单,changeStatus,Navigation,物理字段 ChangeStatusId → ChangeStatus,SalesOrderEntity,property_not_exposed_or_name_differs
salesorder_ontology.json,salesorder,SalesOrder,销售订单,uom2,Navigation,物理字段 UOM2Id → UOM,SalesOrderEntity,property_not_exposed_or_name_differs
salesorder_ontology.json,salesorder,SalesOrder,销售订单,productBase,Integer,物理字段 ProductBaseId,SalesOrderEntity,property_not_exposed_or_name_differs
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,wipDataSetup,Navigation,物理字段 WIPDataSetupId → A_WIPDataSetup,,no_matching_swagger_schema
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,ssWaferAqlLevel,Navigation,物理字段 ss_WaferAQLLevelId → AQLLevel,,no_matching_swagger_schema
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,ssWaferInspectionLevel,Navigation,物理字段 ss_WaferInspectionLevelId → InspectionLevel,,no_matching_swagger_schema
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,sequence,Integer,物理字段 Sequence,,no_matching_swagger_schema
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,isFrozen,Boolean,物理字段 IsFrozen,,no_matching_swagger_schema
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,inspectAll,Boolean,物理字段 InspectAll,,no_matching_swagger_schema
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,sampleRate,Integer,物理字段 SampleRate,,no_matching_swagger_schema
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,inspectAllContQty,Boolean,物理字段 InspectAllContQty,,no_matching_swagger_schema
sampling_ontology.json,sampling,SamplingPlanDetails,抽样详情,inspectAllQtyOnFailure,Boolean,物理字段 InspectAllQtyOnFailure,,no_matching_swagger_schema
sampling_ontology.json,sampling,SampleTest,抽样检验定义,defaultPeDescription,String,物理字段 DefaultPEDescription,SampleTestEntity,property_not_exposed_or_name_differs
scheduled_business_rule_ontology.json,scheduled_business_rule,ScheduledBusinessRule,定时业务规则,dueTimeGmt,DateTime,物理字段 DueTimeGMT,ScheduledBusinessRuleEntity,property_not_exposed_or_name_differs
scheduled_business_rule_ontology.json,scheduled_business_rule,ScheduledBusinessRule,定时业务规则,startDateGmt,DateTime,物理字段 StartDateGMT,ScheduledBusinessRuleEntity,property_not_exposed_or_name_differs
scheduled_business_rule_ontology.json,scheduled_business_rule,ScheduledBusinessRule,定时业务规则,endDateGmt,DateTime,物理字段 EndDateGMT,ScheduledBusinessRuleEntity,property_not_exposed_or_name_differs
scheduled_business_rule_ontology.json,scheduled_business_rule,ScheduledBusinessRule,定时业务规则,lockGuid,String,物理字段 LockGUID,ScheduledBusinessRuleEntity,property_not_exposed_or_name_differs
scheduling_route_ontology.json,scheduling_route,SchedulingRoute,排程路由,schedulingRouteBase,Navigation,物理字段 SchedulingRouteBaseId → SchedulingRouteBase,SchedulingRouteEntity,property_not_exposed_or_name_differs
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,setupAccess,Navigation,物理字段 SetupAccessId → A_SetupAccess,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,sequence,Integer,物理字段 Sequence,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,notes,String,物理字段 Notes,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,changeHistory,Navigation,物理字段 ChangeHistoryId → ChangeStatus,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,description,String,物理字段 Description,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,name,String,物理字段 ActionCategoryName,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,labelName,String,物理字段 LabelName,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,labelText,String,物理字段 LabelText,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,isFrozen,Boolean,物理字段 IsFrozen,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionCategory,动作类别,filterTags,String,物理字段 FilterTags,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,setupAccess,Navigation,物理字段 SetupAccessId → A_SetupAccess,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,uiAction,Navigation,物理字段 UIActionId → UIAction,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,notes,String,物理字段 Notes,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,changeHistory,Navigation,物理字段 ChangeHistoryId → ChangeStatus,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,description,String,物理字段 Description,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,isFrozen,Boolean,物理字段 IsFrozen,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,name,String,物理字段 ActionName,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,actionType,Integer,物理字段 ActionType,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionDef,动作定义,filterTags,String,物理字段 FilterTags,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,setupAccess,Navigation,物理字段 SetupAccessId → A_SetupAccess,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,notes,String,物理字段 Notes,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,changeHistory,Navigation,物理字段 ChangeHistoryId → ChangeStatus,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,description,String,物理字段 Description,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,iconId,Integer,物理字段 IconId,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,isFrozen,Boolean,物理字段 IsFrozen,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,name,String,物理字段 ActionRuleName,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,expression,String,物理字段 Expression,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActionRule,动作规则,filterTags,String,物理字段 FilterTags,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,firstRoutedOn,DateTime,物理字段 FirstRoutedOn,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,lastCompletedOn,DateTime,物理字段 LastCompletedOn,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,lastCompletedOnGmt,DateTime,物理字段 LastCompletedOnGMT,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,firstRoutedOnGmt,DateTime,物理字段 FirstRoutedOnGMT,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,comments,String,物理字段 Comments,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,autoComplete,Boolean,物理字段 AutoComplete,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,reassignmentComments,String,物理字段 ReassignmentComments,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,assigneeRole,Navigation,物理字段 AssigneeRoleId → RoleDef,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,autoExecute,Boolean,物理字段 AutoExecute,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,stage,Integer,物理字段 Stage,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,changeHistory,Navigation,物理字段 ChangeHistoryId → ChangeStatus,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,allowReassignment,Integer,物理字段 AllowReassignment,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,completeBy,DateTime,物理字段 CompleteBy,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,completeWithinQty,Integer,物理字段 CompleteWithinQty,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,completeWithinUom,Float,物理字段 CompleteWithinUOM,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,autoStart,Boolean,物理字段 AutoStart,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,attachments,Navigation,物理字段 AttachmentsId → DocAttachments,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,parent,Integer,物理字段 ParentId,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,isFrozen,Boolean,物理字段 IsFrozen,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,name,String,物理字段 ActivityName,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,assignee,Navigation,物理字段 AssigneeId → Employee,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,isRequired,Boolean,物理字段 IsRequired,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,completionAttachments,Navigation,物理字段 CompletionAttachmentsId → DocAttachments,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,description,String,物理字段 Description,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,completionComments,String,物理字段 CompletionComments,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,designated,Boolean,物理字段 Designated,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,lastDesignatedOn,DateTime,物理字段 LastDesignatedOn,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,lastDesignatedOnGmt,DateTime,物理字段 LastDesignatedOnGMT,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,assigneeOption,Integer,物理字段 AssigneeOption,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,lastStage,Integer,物理字段 LastStage,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,completeByGmt,DateTime,物理字段 CompleteByGMT,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,defaultAssigneeInfo,Boolean,物理字段 DefaultAssigneeInfo,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,disposition,Navigation,物理字段 DispositionId → Disposition,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,reconcileQuantity,Boolean,物理字段 ReconcileQuantity,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,displayConformingQuantity,Boolean,物理字段 DisplayConformingQuantity,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,lastCompletedBy,Navigation,物理字段 LastCompletedById → Employee,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,documentSet,Navigation,物理字段 DocumentSetId → DocumentSet,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,autoCompleteFailure,Boolean,物理字段 AutoCompleteFailure,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,outstandingDetailStatus,Integer,物理字段 OutstandingDetailStatus,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,sequence,Integer,物理字段 Sequence,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,dataPointCollection,Navigation,物理字段 DataPointCollectionId → DataPointCollection,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,Activity,活动,checklist,Navigation,物理字段 ChecklistId → Checklist,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,firstRoutedOn,DateTime,物理字段 FirstRoutedOn,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,lastCompletedOn,DateTime,物理字段 LastCompletedOn,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,lastCompletedOnGmt,DateTime,物理字段 LastCompletedOnGMT,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,firstRoutedOnGmt,DateTime,物理字段 FirstRoutedOnGMT,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,autoComplete,Boolean,物理字段 AutoComplete,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,reassignmentComments,String,物理字段 ReassignmentComments,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,assigneeRole,Navigation,物理字段 AssigneeRoleId → RoleDef,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,completeWithinUom,Float,物理字段 CompleteWithinUOM,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,changeHistory,Navigation,物理字段 ChangeHistoryId → ChangeStatus,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,allowReassignment,Integer,物理字段 AllowReassignment,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,attachments,Navigation,物理字段 AttachmentsId → DocAttachments,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,parent,Integer,物理字段 ParentId,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,stage,Integer,物理字段 Stage,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,completeWithinQty,Integer,物理字段 CompleteWithinQty,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,isFrozen,Boolean,物理字段 IsFrozen,,no_matching_swagger_schema
semiconductor_action_approval_esign_ontology.json,semiconductor_action_approval_esign,ActivityPlan,活动计划,planName,String,物理字段 PlanName,,no_matching_swagger_schema
